username,bio,followers,following,posts,account_age_days,has_profile_pic,verified,digits_in_username,username_len,numeric_ratio,special_chars,bio_len,contains_link,contains_offer,contains_money,label
nehaagarwal,Photographer. Traveler. Mom of two. Based in India,10,239,52,1307,1,0,0,11,0.0,0,50,0,0,0,0
shopofficial495,"Best crypto signals, 100% profit visit my page",129,1771,57,438,0,0,3,15,0.2,0,46,0,0,1,1
manish_patel,Engineer. Coffee lover. Building stuff.,558,76,264,1135,1,0,0,12,0.0,1,39,0,0,0,0
amit.mehta,Photographer. Traveler. Mom of two.,11,181,39,366,1,0,0,10,0.0,1,35,0,0,0,0
sarayadav,Teaching coding to kids.,387,13,56,2222,1,0,0,9,0.0,0,24,0,0,0,0
_7h9g,"Best crypto signals, 100% profit contact now",38,782,7,360,1,0,2,5,0.4,1,44,0,0,1,1
arpitasingh,Foodie. Runner. Occasional poet.,287,53,3,1426,1,0,0,11,0.0,0,32,0,0,0,0
ljlppnywkaz8796,"Get likes instantly, guaranteed results #free",102,10,41,314,0,0,4,15,0.26666666666666666,0,45,0,1,0,1
tech84555,Official reseller contact now,80,3091,8,114,1,0,5,9,0.5555555555555556,0,29,0,0,0,1
mohit.kaushal,Software dev. Open to collaborations.,437,102,98,1935,1,0,0,13,0.0,1,37,0,0,0,0
anand.sharma,I love programming and hiking. Loves music,1242,292,81,1451,1,0,0,12,0.0,1,42,0,0,0,0
mohitsingh,Helping startups grow. Ex-Product Manager.,164,267,40,959,1,0,0,10,0.0,0,42,0,0,0,0
anandsingh,Helping startups grow. Ex-Product Manager. Loves music,101,70,39,556,1,0,0,10,0.0,0,54,0,0,0,0
ravi_singh,Software dev. Open to collaborations.,12,3,659,30,1,0,0,10,0.0,1,37,0,0,0,0
xxogxpbwhvnz,DM for offers. Limited time. Visit my site http://bit.ly/offer,56,123,59,1,0,0,0,12,0.0,0,62,1,1,0,1
amit.sharma,Student | CSE | Learning every day Always learning,463,18,81,3047,1,0,0,11,0.0,1,50,0,0,1,0
manishyadav,Teaching coding to kids.,54,945,39,668,1,0,0,11,0.0,0,24,0,0,0,0
life17566,Buy followers cheap. Get verified now! visit my page #offer,143,524,18,1,0,0,5,9,0.5555555555555556,0,59,0,1,0,1
isha.agarwal,Foodie. Runner. Occasional poet.,58,49,30,1259,1,0,0,12,0.0,1,32,0,0,0,0
sara.verma,Design enthusiast. Likes cats and coffee. Based in India,453,86,8,901,1,0,0,10,0.0,1,56,0,0,0,0
tushar.mehta,Foodie. Runner. Occasional poet.,425,238,25,261,1,0,0,12,0.0,1,32,0,0,0,0
ishadas,Student | CSE | Learning every day,507,50,38,3085,1,0,0,7,0.0,0,34,0,0,1,0
huoumnogoz8880,"Best crypto signals, 100% profit",43,47,41,381,0,0,4,14,0.2857142857142857,0,32,0,0,1,1
x31k9qm3p9,"Best crypto signals, 100% profit #offer",15,69,43,263,0,0,5,10,0.5,0,39,0,1,1,1
ishakumar,Software dev. Open to collaborations.,240,18,78,2066,1,0,0,9,0.0,0,37,0,0,0,0
sarasharma,Design enthusiast. Likes cats and coffee.,139,60,192,527,1,0,0,10,0.0,0,41,0,0,0,0
sarayadav,Photographer. Traveler. Mom of two.,74,229,11,1193,1,0,0,9,0.0,0,35,0,0,0,0
vkdqqjbutkts6046,Work from home earn $$$ daily,95,341,13,461,1,0,4,16,0.25,0,29,0,0,1,1
arpitasingh,Helping startups grow. Ex-Product Manager.,128,226,125,1474,1,0,0,11,0.0,0,42,0,0,0,0
neha.mehta,Design enthusiast. Likes cats and coffee.,93,421,239,1946,1,0,0,10,0.0,1,41,0,0,0,0
amit_chauhan,Teaching coding to kids. Open to connect,605,246,272,1537,1,1,0,12,0.0,1,40,0,0,0,0
nehadas,Design enthusiast. Likes cats and coffee. Based in India,358,227,144,680,1,0,0,7,0.0,0,56,0,0,0,0
khsgrs17,DM for offers. Limited time. Visit my site https://tiny.one/deal,106,1027,0,244,0,0,2,8,0.25,0,64,1,1,0,1
guru45042,"Best crypto signals, 100% profit contact now",87,68,8,1,0,0,5,9,0.5555555555555556,0,44,0,0,1,1
guru13435,Click link to win free iPhone!!! visit my page #free,85,892,14,248,0,0,5,9,0.5555555555555556,0,52,0,1,0,1
mohitverma,Photographer. Traveler. Mom of two.,10,67,143,1219,1,0,0,10,0.0,0,35,0,0,0,0
doth6fe0mp2ix,DM for offers. Limited time. Visit my site visit my page,15,502,15,126,0,0,3,13,0.23076923076923078,0,56,0,1,0,1
ravi.gupta,I love programming and hiking. Always learning,454,22,214,1630,1,0,0,10,0.0,1,46,0,0,1,0
neha.mehta,Software dev. Open to collaborations.,125,200,403,1238,1,0,0,10,0.0,1,37,0,0,0,0
amit.sharma,Foodie. Runner. Occasional poet.,32,553,174,1050,1,0,0,11,0.0,1,32,0,0,0,0
mohit_kaushal,Software dev. Open to collaborations. Loves music,369,13,130,876,1,0,0,13,0.0,1,49,0,0,0,0
dotoxtfdc79f,Buy followers cheap. Get verified now! http://bit.ly/offer,21,484,0,210,0,0,2,12,0.16666666666666666,0,58,1,1,0,1
neha.kaushal,Foodie. Runner. Occasional poet. Loves music,10,4,58,779,1,0,0,12,0.0,1,44,0,0,0,0
mohitkaushal,Photographer. Traveler. Mom of two.,201,294,172,30,1,0,0,12,0.0,0,35,0,0,0,0
rahul.kumar,Design enthusiast. Likes cats and coffee.,1755,111,90,874,1,0,0,11,0.0,1,41,0,0,0,0
_czucqmru,Buy followers cheap. Get verified now! http://bit.ly/offer,8,791,23,436,0,0,0,9,0.0,1,58,1,1,0,1
alex1620,DM for offers. Limited time. Visit my site visit my page,15,1506,3,493,1,0,4,8,0.5,0,56,0,1,0,1
tusharverma,Foodie. Runner. Occasional poet. Open to connect,169,575,81,218,1,0,0,11,0.0,0,48,0,0,0,0
tech48874,Click link to win free iPhone!!! http://bit.ly/offer #giveaway,16,2066,10,598,0,0,5,9,0.5555555555555556,0,62,1,1,0,1
_4ltahukwqv,Work from home earn $$$ daily,112,130,4,122,0,0,1,11,0.09090909090909091,1,29,0,0,1,1
neha.kumar,Foodie. Runner. Occasional poet. Based in India,137,399,96,1016,1,0,0,10,0.0,1,47,0,0,0,0
alexbot673,Work from home earn $$$ daily,172,102,40,312,1,0,3,10,0.3,0,29,0,0,1,1
neha_yadav,Photographer. Traveler. Mom of two.,558,286,147,1778,1,0,0,10,0.0,1,35,0,0,0,0
priyayadav,Student | CSE | Learning every day,42,6,380,2199,1,0,0,10,0.0,0,34,0,0,1,0
shop86837,DM for offers. Limited time. Visit my site visit my page,32,62,2,247,0,0,5,9,0.5555555555555556,0,56,0,1,0,1
realstore278,DM for offers. Limited time. Visit my site https://tiny.one/deal #giveaway,57,281,4,1,1,0,3,12,0.25,0,74,1,1,0,1
_em1qq4d,"Best crypto signals, 100% profit",43,156,31,95,0,0,2,8,0.25,1,32,0,0,1,1
johnsam728,DM for offers. Limited time. Visit my site,18,303,0,48,1,0,3,10,0.3,0,42,0,1,0,1
ywoocc2290,Click link to win free iPhone!!! https://tiny.one/deal #promo,32,458,6,1,1,0,4,10,0.4,0,61,1,1,0,1
ravisingh,Student | CSE | Learning every day Loves music,356,393,227,1180,1,0,0,9,0.0,0,46,0,0,1,0
mohit.sharma,Teaching coding to kids. Always learning,33,55,647,743,1,0,0,12,0.0,1,40,0,0,1,0
xxhgk5bw,DM for offers. Limited time. Visit my site,7,345,19,257,0,0,1,8,0.125,0,42,0,1,0,1
mohit.gupta,Foodie. Runner. Occasional poet. Open to connect,10,79,109,2625,1,0,0,11,0.0,1,48,0,0,0,0
isha.das,I love programming and hiking.,27,86,5,1056,1,0,0,8,0.0,1,30,0,0,0,0
johnalex326,"Get likes instantly, guaranteed results visit my page #promo",7,419,23,1,0,0,3,11,0.2727272727272727,0,60,0,0,0,1
neha.kumar,Software dev. Open to collaborations. Loves music,483,44,27,1420,1,0,0,10,0.0,1,49,0,0,0,0
ishasharma,Photographer. Traveler. Mom of two. Based in India,367,6,412,561,1,0,0,10,0.0,0,50,0,0,0,0
tushardas,Photographer. Traveler. Mom of two.,16,155,185,1514,1,0,0,9,0.0,0,35,0,0,0,0
anand.verma,Teaching coding to kids. Loves music,485,82,252,1745,1,0,0,11,0.0,1,36,0,0,0,0
tusharsharma,Photographer. Traveler. Mom of two.,25,450,118,1041,1,0,0,12,0.0,0,35,0,0,0,0
tushar.kaushal,Photographer. Traveler. Mom of two.,309,149,197,2253,1,0,0,14,0.0,1,35,0,0,0,0
amitdas,Student | CSE | Learning every day,25,12,42,374,1,0,0,7,0.0,0,34,0,0,1,0
ishachauhan,Photographer. Traveler. Mom of two.,467,215,103,776,1,0,0,11,0.0,0,35,0,0,0,0
amitpatel,Foodie. Runner. Occasional poet.,243,254,38,297,1,0,0,9,0.0,0,32,0,0,0,0
arpita.agarwal,Engineer. Coffee lover. Building stuff. Based in India,342,14,4,1651,1,0,0,14,0.0,1,54,0,0,0,0
store18444,Buy followers cheap. Get verified now! #offer,14,310,40,379,1,0,5,10,0.5,0,45,0,1,0,1
mohitdas,Helping startups grow. Ex-Product Manager.,166,84,69,1898,1,0,0,8,0.0,0,42,0,0,0,0
botsam737,Click link to win free iPhone!!! contact now,219,20,40,1,0,0,3,9,0.3333333333333333,0,44,0,1,0,1
anand.yadav,Foodie. Runner. Occasional poet. Always learning,387,133,310,2801,1,0,0,11,0.0,1,48,0,0,1,0
nehakumar,Engineer. Coffee lover. Building stuff. Based in India,692,109,48,1840,1,0,0,9,0.0,0,54,0,0,0,0
xxc79m96zpx,"Get likes instantly, guaranteed results #giveaway",11,487,19,153,1,0,4,11,0.36363636363636365,0,49,0,1,0,1
ishadas,I love programming and hiking. Based in India,396,28,188,1459,1,0,0,7,0.0,0,45,0,0,0,0
xxmpkx,"Get likes instantly, guaranteed results http://bit.ly/offer #free",33,141,40,12,0,0,0,6,0.0,0,65,1,1,0,1
anand.singh,Foodie. Runner. Occasional poet.,176,144,66,275,1,0,0,11,0.0,1,32,0,0,0,0
isha.kumar,Foodie. Runner. Occasional poet.,148,697,44,1455,1,0,0,10,0.0,1,32,0,0,0,0
neha_gupta,Student | CSE | Learning every day Based in India,320,78,222,30,1,0,0,10,0.0,1,49,0,0,1,0
neha.verma,Foodie. Runner. Occasional poet.,22,37,110,982,1,0,0,10,0.0,1,32,0,0,0,0
anandagarwal,Student | CSE | Learning every day,123,353,84,1719,1,0,0,12,0.0,0,34,0,0,1,0
priyaagarwal,Student | CSE | Learning every day,368,36,27,86,1,0,0,12,0.0,0,34,0,0,1,0
fbcrfvdpisuc9115,Work from home earn $$$ daily visit my page,1,666,21,464,0,0,4,16,0.25,0,43,0,0,1,1
xfuu8dd2,"Best crypto signals, 100% profit visit my page",81,440,40,73,1,0,2,8,0.25,0,46,0,0,1,1
manish_agarwal,Foodie. Runner. Occasional poet. Always learning,69,23,47,1238,1,0,0,14,0.0,1,48,0,0,1,0
txxavh4593,"Best crypto signals, 100% profit http://bit.ly/offer",137,20,2,1,1,0,4,10,0.4,0,52,1,1,1,1
_0vdp6o,Work from home earn $$$ daily,30,1358,7,1,0,0,2,7,0.2857142857142857,1,29,0,0,1,1
sara.singh,I love programming and hiking.,48,862,503,1207,1,0,0,10,0.0,1,30,0,0,0,0
sarapatel,Engineer. Coffee lover. Building stuff. Always learning,10,606,152,1093,1,0,0,9,0.0,0,55,0,0,1,0
storenews406,Official reseller contact now,36,335,21,425,1,0,3,12,0.25,0,29,0,0,0,1
anandkumar,I love programming and hiking.,45,6,55,449,1,0,0,10,0.0,0,30,0,0,0,0
arpita.singh,Foodie. Runner. Occasional poet. Open to connect,335,700,14,1715,1,0,0,12,0.0,1,48,0,0,0,0
rahul_chauhan,Engineer. Coffee lover. Building stuff.,334,117,303,1637,1,0,0,13,0.0,1,39,0,0,0,0
nehagupta,Design enthusiast. Likes cats and coffee.,546,578,172,466,1,0,0,9,0.0,0,41,0,0,0,0
_swva984uv,Buy followers cheap. Get verified now! http://bit.ly/offer,34,480,40,1,1,0,3,10,0.3,1,58,1,1,0,1
officialofficial671,Official reseller contact now,133,584,22,120,1,0,3,19,0.15789473684210525,0,29,0,0,0,1
nehakaushal,Foodie. Runner. Occasional poet.,72,215,75,582,1,0,0,11,0.0,0,32,0,0,0,0
rahulgupta,Engineer. Coffee lover. Building stuff.,321,1488,7,1437,0,0,0,10,0.0,0,39,0,0,0,0
nuxrnvvwecd4237,Official reseller contact now,188,261,40,202,1,0,4,15,0.26666666666666666,0,29,0,0,0,1
amit.chauhan,Helping startups grow. Ex-Product Manager. Based in India,402,421,77,2348,1,0,0,12,0.0,1,57,0,0,0,0
storesam481,Click link to win free iPhone!!!,19,550,32,316,0,0,3,11,0.2727272727272727,0,32,0,1,0,1
drnkwdzizx7496,DM for offers. Limited time. Visit my site https://tiny.one/deal,28,851,2,290,0,0,4,14,0.2857142857142857,0,64,1,1,0,1
sara_sharma,Design enthusiast. Likes cats and coffee. Open to connect,235,1,58,177,1,0,0,11,0.0,1,57,0,0,0,0
mohitkumar,Foodie. Runner. Occasional poet.,356,98,89,30,1,1,0,10,0.0,0,32,0,0,0,0
arpitasharma,I love programming and hiking. Loves music,81,93,38,1335,1,0,0,12,0.0,0,42,0,0,0,0
amit.gupta,Foodie. Runner. Occasional poet.,330,193,93,639,1,0,0,10,0.0,1,32,0,0,0,0
storeguru532,"Get likes instantly, guaranteed results contact now",23,995,14,1,0,0,3,12,0.25,0,51,0,0,0,1
_g87oi0e0vg,Buy followers cheap. Get verified now!,20,239,10,94,1,0,4,11,0.36363636363636365,1,38,0,1,0,1
priya.agarwal,Engineer. Coffee lover. Building stuff.,260,152,140,1743,1,1,0,13,0.0,1,39,0,0,0,0
isha.mehta,I love programming and hiking. Open to connect,379,622,2,1660,1,0,0,10,0.0,1,46,0,0,0,0
xswzp6swk2,Work from home earn $$$ daily https://tiny.one/deal,10,3,20,24,0,0,2,10,0.2,0,51,1,0,1,1
amit_das,I love programming and hiking.,785,12,408,1513,1,0,0,8,0.0,1,30,0,0,0,0
alex88042,Click link to win free iPhone!!!,21,53,13,1,0,0,5,9,0.5555555555555556,0,32,0,1,0,1
bot67080,Click link to win free iPhone!!! #offer,18,812,15,1,0,0,5,8,0.625,0,39,0,1,0,1
rahul_gupta,Photographer. Traveler. Mom of two.,111,188,188,717,1,0,0,11,0.0,1,35,0,0,0,0
isha.das,Engineer. Coffee lover. Building stuff. Open to connect,38,39,171,30,1,0,0,8,0.0,1,55,0,0,0,0
_d3go8jn42,Official reseller contact now #free,10,372,24,148,0,0,4,10,0.4,1,35,0,1,0,1
kpurej5875,"Get likes instantly, guaranteed results https://tiny.one/deal",14,1647,13,1,0,0,4,10,0.4,0,61,1,0,0,1
anand.kaushal,Helping startups grow. Ex-Product Manager. Open to connect,491,159,6,1577,0,0,0,13,0.0,1,58,0,0,0,0
shop86742,Official reseller contact now visit my page,46,855,43,141,0,0,5,9,0.5555555555555556,0,43,0,0,0,1
alex84341,DM for offers. Limited time. Visit my site contact now,12,119,18,444,0,0,5,9,0.5555555555555556,0,54,0,1,0,1
_lkstn,"Best crypto signals, 100% profit contact now",115,218,5,9,0,0,0,6,0.0,1,44,0,0,1,1
doterxdou,Click link to win free iPhone!!!,75,160,34,645,0,0,0,9,0.0,0,32,0,1,0,1
priya.verma,Teaching coding to kids.,30,195,90,537,1,0,0,11,0.0,1,24,0,0,0,0
_1vznqdxa,Buy followers cheap. Get verified now!,44,91,26,1,1,0,1,9,0.1111111111111111,1,38,0,1,0,1
arpita.singh,Photographer. Traveler. Mom of two.,30,4,154,1562,1,0,0,12,0.0,1,35,0,0,0,0
techanna192,Click link to win free iPhone!!!,46,395,5,537,0,0,3,11,0.2727272727272727,0,32,0,1,0,1
arpita.sharma,Foodie. Runner. Occasional poet. Loves music,206,881,22,30,1,0,0,13,0.0,1,44,0,0,0,0
priya_kumar,Engineer. Coffee lover. Building stuff.,356,103,83,1981,1,0,0,11,0.0,1,39,0,0,0,0
saradas,Photographer. Traveler. Mom of two. Based in India,1421,27,16,2083,1,0,0,7,0.0,0,50,0,0,0,0
arpita.patel,Helping startups grow. Ex-Product Manager.,386,172,48,319,1,0,0,12,0.0,1,42,0,0,0,0
gurunews881,Buy followers cheap. Get verified now!,21,35,14,1,0,0,3,11,0.2727272727272727,0,38,0,1,0,1
lifereal943,Official reseller contact now https://tiny.one/deal,3,805,5,409,0,0,3,11,0.2727272727272727,0,51,1,0,0,1
bot46178,"Get likes instantly, guaranteed results contact now",52,380,7,132,0,0,5,8,0.625,0,51,0,0,0,1
isha_kaushal,Photographer. Traveler. Mom of two. Loves music,121,221,770,1755,1,0,0,12,0.0,1,47,0,0,0,0
lifeofficial149,"Best crypto signals, 100% profit visit my page #giveaway",65,312,1,683,1,0,3,15,0.2,0,56,0,1,1,1
manishchauhan,I love programming and hiking.,247,632,28,407,1,0,0,13,0.0,0,30,0,0,0,0
arpita.chauhan,Foodie. Runner. Occasional poet.,230,20,89,1703,0,0,0,14,0.0,1,32,0,0,0,0
alex97484,Buy followers cheap. Get verified now! contact now,70,213,21,1,0,0,5,9,0.5555555555555556,0,50,0,1,0,1
ravisharma,Software dev. Open to collaborations.,49,978,392,74,0,0,0,10,0.0,0,37,0,0,0,0
john22789,Official reseller contact now contact now #offer,38,922,14,1,0,0,5,9,0.5555555555555556,0,48,0,1,0,1
alexreal477,Official reseller contact now #offer,70,68,34,167,0,0,3,11,0.2727272727272727,0,36,0,1,0,1
raviagarwal,I love programming and hiking.,457,246,5,343,1,0,0,11,0.0,0,30,0,0,0,0
bnkncffijf8691,Work from home earn $$$ daily,22,45,55,1,0,0,4,14,0.2857142857142857,0,29,0,0,1,1
storeanna926,Official reseller contact now,40,182,10,746,0,0,3,12,0.25,0,29,0,0,0,1
amityadav,Foodie. Runner. Occasional poet. Based in India,217,503,103,294,1,0,0,9,0.0,0,47,0,0,0,0
priya_verma,Software dev. Open to collaborations.,1454,381,35,849,1,0,0,11,0.0,1,37,0,0,0,0
priya.verma,Student | CSE | Learning every day Open to connect,631,405,245,2133,1,0,0,11,0.0,1,50,0,0,1,0
xyazbcgjc3,Buy followers cheap. Get verified now! contact now,78,181,1,1,0,0,1,10,0.1,0,50,0,1,0,1
news783,Official reseller contact now #giveaway,59,212,74,1,0,0,3,7,0.42857142857142855,0,39,0,1,0,1
official89909,Buy followers cheap. Get verified now! #promo,51,864,2,839,1,0,5,13,0.38461538461538464,0,45,0,1,0,1
tushar.mehta,Software dev. Open to collaborations. Always learning,434,38,104,959,1,0,0,12,0.0,1,53,0,0,1,0
rxusjyoo2019,Click link to win free iPhone!!! contact now,25,79,9,252,0,0,4,12,0.3333333333333333,0,44,0,1,0,1
annashop927,Official reseller contact now #free,28,186,14,116,1,0,3,11,0.2727272727272727,0,35,0,1,0,1
neha.singh,Engineer. Coffee lover. Building stuff.,173,22,153,1632,1,0,0,10,0.0,1,39,0,0,0,0
priya.singh,Student | CSE | Learning every day Open to connect,315,32,9,174,1,0,0,11,0.0,1,50,0,0,1,0
rcqxilqhpoj5182,Work from home earn $$$ daily visit my page #free,75,307,1,1,0,0,4,15,0.26666666666666666,0,49,0,1,1,1
rahul.sharma,Helping startups grow. Ex-Product Manager.,38,72,15,871,1,0,0,12,0.0,1,42,0,0,0,0
john84623,"Get likes instantly, guaranteed results visit my page",58,32,14,1,1,0,5,9,0.5555555555555556,0,53,0,0,0,1
rahul_das,Student | CSE | Learning every day,293,149,83,1929,1,0,0,9,0.0,1,34,0,0,1,0
manishyadav,Engineer. Coffee lover. Building stuff.,42,435,89,794,1,0,0,11,0.0,0,39,0,0,0,0
sara.sharma,Design enthusiast. Likes cats and coffee. Loves music,160,351,198,263,1,0,0,11,0.0,1,53,0,0,0,0
manish.chauhan,I love programming and hiking. Open to connect,439,2,80,886,1,0,0,14,0.0,1,46,0,0,0,0
saradas,Engineer. Coffee lover. Building stuff. Always learning,90,285,22,1187,1,0,0,7,0.0,0,55,0,0,1,0
xjmlbzisnv4314,"Get likes instantly, guaranteed results https://tiny.one/deal",38,121,0,1,1,0,4,14,0.2857142857142857,0,61,1,0,0,1
mohit.verma,Software dev. Open to collaborations.,238,121,279,1175,1,0,0,11,0.0,1,37,0,0,0,0
anand.agarwal,Photographer. Traveler. Mom of two.,30,133,24,2134,1,0,0,13,0.0,1,35,0,0,0,0
epvrkic7844,Work from home earn $$$ daily https://tiny.one/deal,32,235,10,1,0,0,4,11,0.36363636363636365,0,51,1,0,1,1
pdnxdexnkz305,Official reseller contact now,30,768,44,442,0,0,3,13,0.23076923076923078,0,29,0,0,0,1
dothofu1,"Get likes instantly, guaranteed results #offer",28,146,36,1,0,0,1,8,0.125,0,46,0,1,0,1
mohit.patel,Photographer. Traveler. Mom of two. Open to connect,11,464,92,2328,1,0,0,11,0.0,1,51,0,0,0,0
sara.agarwal,Teaching coding to kids.,676,202,142,2171,1,0,0,12,0.0,1,24,0,0,0,0
mohit_singh,I love programming and hiking.,20,146,24,1270,1,0,0,11,0.0,1,30,0,0,0,0
priya.yadav,Engineer. Coffee lover. Building stuff.,342,8,13,2577,1,0,0,11,0.0,1,39,0,0,0,0
ishasharma,Student | CSE | Learning every day,377,14,11,558,1,0,0,10,0.0,0,34,0,0,1,0
mohitgupta,Design enthusiast. Likes cats and coffee. Loves music,105,86,223,2239,1,0,0,10,0.0,0,53,0,0,0,0
ukclpgnopzk3337,Work from home earn $$$ daily contact now #promo,54,102,3,184,1,0,4,15,0.26666666666666666,0,48,0,0,1,1
botguru407,Official reseller contact now http://bit.ly/offer,72,153,0,1,0,0,3,10,0.3,0,49,1,1,0,1
sara.singh,Foodie. Runner. Occasional poet.,25,687,52,1685,1,0,0,10,0.0,1,32,0,0,0,0
tushar.kumar,Engineer. Coffee lover. Building stuff.,144,46,19,2248,1,0,0,12,0.0,1,39,0,0,0,0
mohit.singh,Helping startups grow. Ex-Product Manager. Loves music,286,298,154,733,1,0,0,11,0.0,1,54,0,0,0,0
gurutech58,"Best crypto signals, 100% profit",172,801,6,111,0,0,2,10,0.2,0,32,0,0,1,1
annaalex802,"Get likes instantly, guaranteed results https://tiny.one/deal",195,460,17,323,0,0,3,11,0.2727272727272727,0,61,1,0,0,1
john11392,Buy followers cheap. Get verified now!,53,68,8,278,1,0,5,9,0.5555555555555556,0,38,0,1,0,1
priya_kaushal,Student | CSE | Learning every day,789,50,69,30,1,0,0,13,0.0,1,34,0,0,1,0
amit.gupta,Software dev. Open to collaborations.,284,573,41,30,1,1,0,10,0.0,1,37,0,0,0,0
news9497,"Get likes instantly, guaranteed results http://bit.ly/offer",6,109,43,1,0,0,4,8,0.5,0,59,1,1,0,1
manishgupta,Teaching coding to kids.,507,395,281,1930,1,0,0,11,0.0,0,24,0,0,0,0
anandagarwal,Design enthusiast. Likes cats and coffee. Open to connect,753,58,211,2170,1,0,0,12,0.0,0,57,0,0,0,0
newsnews9,Official reseller contact now #giveaway,65,749,21,57,1,0,1,9,0.1111111111111111,0,39,0,1,0,1
amit_singh,Helping startups grow. Ex-Product Manager.,58,157,626,1124,1,0,0,10,0.0,1,42,0,0,0,0
ravi_patel,Software dev. Open to collaborations.,388,340,36,1131,1,0,0,10,0.0,1,37,0,0,0,0
johnbot109,Click link to win free iPhone!!!,35,918,26,790,0,0,3,10,0.3,0,32,0,1,0,1
priyakaushal,Helping startups grow. Ex-Product Manager.,213,70,124,2060,0,0,0,12,0.0,0,42,0,0,0,0
anandkumar,Design enthusiast. Likes cats and coffee.,350,413,151,702,1,0,0,10,0.0,0,41,0,0,0,0
isha_mehta,Helping startups grow. Ex-Product Manager.,185,1,42,1582,1,0,0,10,0.0,1,42,0,0,0,0
arpitaverma,Engineer. Coffee lover. Building stuff.,388,960,15,2230,1,0,0,11,0.0,0,39,0,0,0,0
johnnews269,DM for offers. Limited time. Visit my site visit my page,11,404,26,1,0,0,3,11,0.2727272727272727,0,56,0,1,0,1
realshop286,Work from home earn $$$ daily https://tiny.one/deal,47,104,8,183,0,0,3,11,0.2727272727272727,0,51,1,0,1,1
arpitagupta,Foodie. Runner. Occasional poet. Open to connect,10,286,5,2363,1,1,0,11,0.0,0,48,0,0,0,0
qnimgwbcefgv1577,Work from home earn $$$ daily #offer,68,113,63,1,0,0,4,16,0.25,0,36,0,1,1,1
rahul.sharma,Student | CSE | Learning every day,48,72,313,314,1,0,0,12,0.0,1,34,0,0,1,0
ravichauhan,Design enthusiast. Likes cats and coffee.,1682,91,89,1671,1,0,0,11,0.0,0,41,0,0,0,0
mohityadav,Photographer. Traveler. Mom of two.,269,99,79,1470,1,0,0,10,0.0,0,35,0,0,0,0
xfilk,Buy followers cheap. Get verified now!,59,1,19,449,0,0,0,5,0.0,0,38,0,1,0,1
amitdas,Foodie. Runner. Occasional poet. Loves music,29,177,98,741,1,0,0,7,0.0,0,44,0,0,0,0
anna21887,Work from home earn $$$ daily http://bit.ly/offer,51,33,17,658,0,0,5,9,0.5555555555555556,0,49,1,1,1,1
xjfx5,Buy followers cheap. Get verified now! visit my page,46,564,32,665,1,0,1,5,0.2,0,52,0,1,0,1
sara.kaushal,Helping startups grow. Ex-Product Manager.,94,348,103,2092,1,0,0,12,0.0,1,42,0,0,0,0
priya_gupta,I love programming and hiking. Always learning,368,310,109,680,1,0,0,11,0.0,1,46,0,0,1,0
